1105	Fri Aug 12 16:35:11 +0000 2011	4c3a5c593849c92883e3c2b1	{Bixby Knolls}	{33.832752326388494,-118.18534419740293,Long Beach,CA,United States}	{Shop & Service,Outdoors & Recreation,Arts & Entertainment,}
1105	Wed Jun 22 05:38:32 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Wed Jun 22 05:38:18 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Wed Jun 22 05:38:05 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Wed Jun 22 00:35:25 +0000 2011	4beb169f62c0c92866afe1d4	{Kalahi Bakery}	{34.02547232475536,-117.89457911441184,Walnut,CA,United States}	{Food,}
1105	Wed Jun 22 00:35:09 +0000 2011	4b64c905f964a520fdcf2ae3	{Albertson's}	{34.02672839266342,-117.89369220615993,Walnut,CA,United States}	{Shop & Service,Food & Drink Shop,}
1105	Tue Jun 21 18:35:36 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Tue Jun 21 18:35:10 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Tue Jun 21 18:35:10 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Tue Jun 21 18:34:59 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Tue Jun 21 04:53:34 +0000 2011	4acfac41f964a5203cd520e3	{Shabu Shabu Station}	{33.97480508,-117.83886730670929,Diamond Bar,CA,United States}	{Food,}
1105	Tue Jun 21 04:53:19 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Tue Jun 21 04:53:13 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Mon Jun 20 18:07:51 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Mon Jun 20 18:07:37 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Mon Jun 20 05:25:45 +0000 2011	4b883e7cf964a520fae931e3	{AAA - Automobile Club of Southern California}	{33.97406793485968,-117.83870687397729,Diamond Bar,CA,United States}	{Travel & Transport,Shop & Service,}
1105	Mon Jun 20 05:25:00 +0000 2011	4aeb8285f964a520d8c221e3	{DoubleTree Suites by Hilton}	{33.79663309241122,-117.9158091545105,Anaheim,CA,United States}	{Travel & Transport,}
1105	Mon Jun 20 04:20:09 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Mon Jun 20 04:20:09 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Mon Jun 20 04:20:03 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Mon Jun 20 04:19:55 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Mon Jun 20 02:15:51 +0000 2011	4c3f29876faac9b6bf2e0f76	{Brea Mall Parking Terrace A}	{33.9158766551788,-117.88849083092177,Brea,CA,United States}	{Professional & Other Places,}
1105	Mon Jun 20 02:15:23 +0000 2011	4ad8ea72f964a520ef1521e3	{Nordstrom}	{33.91559465290412,-117.88813412189484,Brea,CA,United States}	{Shop & Service,Clothing Store,}
1105	Mon Jun 20 02:14:48 +0000 2011	4b8c81b2f964a5203fd432e3	{BJ's Restaurant & Brewhouse}	{33.9131061060104,-117.88927137851715,Brea,CA,United States}	{Nightlife Spot,Food,}
1105	Sun Jun 19 20:01:23 +0000 2011	4aff11e1f964a520ca3322e3	{Saint Denis Catholic Church}	{33.98580797032929,-117.82699573809153,Diamond Bar,CA,United States}	{Spiritual Center,Professional & Other Places,}
1105	Sun Jun 19 20:01:13 +0000 2011	4aff11e1f964a520ca3322e3	{Saint Denis Catholic Church}	{33.98580797032929,-117.82699573809153,Diamond Bar,CA,United States}	{Spiritual Center,Professional & Other Places,}
1105	Sun Jun 19 06:47:53 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sun Jun 19 06:47:46 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sat Jun 18 21:20:37 +0000 2011	4b649a5cf964a52047c12ae3	{James C Huber Park}	{33.970950159431965,-117.59156269541859,Corona,CA,United States}	{Outdoors & Recreation,}
1105	Sat Jun 18 21:14:50 +0000 2011	4dc1fb48c65b4274e8808700	{The Perez Compound}	{34.00766536113797,-117.59067147053008,Ontario,CA,United States}	{Residence,}
1105	Sat Jun 18 21:10:36 +0000 2011	4d5311cde2df6dcb5d420d84	{Manila Bay Seafood Boiler}	{34.027737,-117.59377,Ontario,CA,United States}	{Food,}
1105	Sat Jun 18 13:41:44 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Sat Jun 18 13:41:37 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sat Jun 18 13:41:30 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Fri Jun 17 21:52:13 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Fri Jun 17 21:51:55 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Fri Jun 17 21:51:31 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Fri Jun 17 01:41:13 +0000 2011	49d7ec9ef964a5207b5d1fe3	{Target}	{34.004964934543764,-117.82137393951416,Diamond Bar,CA,United States}	{Shop & Service,}
1105	Fri Jun 17 01:18:15 +0000 2011	4b48da54f964a520195a26e3	{Jack in the Box - Diamond Bar, CA}	{34.001921,-117.811309814453,Diamond Bar,CA,United States}	{Food,}
1105	Fri Jun 17 01:01:30 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Fri Jun 17 01:01:22 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Fri Jun 17 01:01:14 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Thu Jun 16 04:47:33 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Thu Jun 16 04:47:26 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Thu Jun 16 04:47:17 +0000 2011	4b520199f964a520c36027e3	{Diamond Bar Hand Car Wash}	{33.97320103799589,-117.83905029771361,Diamond Bar,CA,United States}	{Shop & Service,}
1105	Thu Jun 16 04:47:17 +0000 2011	4b520199f964a520c36027e3	{Diamond Bar Hand Car Wash}	{33.97320103799589,-117.83905029771361,Diamond Bar,CA,United States}	{Shop & Service,}
1105	Thu Jun 16 01:39:14 +0000 2011	4ba65db4f964a520c44a39e3	{St. Lorenzo Ruiz Catholic Church}	{34.026756817518226,-117.86699709692331,Walnut,CA,United States}	{Spiritual Center,Professional & Other Places,}
1105	Thu Jun 16 00:28:26 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Thu Jun 16 00:28:19 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Thu Jun 16 00:28:12 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Wed Jun 15 16:27:33 +0000 2011	4c3a5c593849c92883e3c2b1	{Bixby Knolls}	{33.832752326388494,-118.18534419740293,Long Beach,CA,United States}	{Shop & Service,Outdoors & Recreation,Arts & Entertainment,}
1105	Wed Jun 15 16:24:34 +0000 2011	4b0824d5f964a520b80423e3	{DoubleTree by Hilton Hotel Torrance - South Bay}	{33.83459918561759,-118.35505501773176,Torrance,CA,United States}	{Travel & Transport,}
1105	Wed Jun 15 16:23:54 +0000 2011	4b72dd63f964a520468c2de3	{Starbucks}	{33.837409897202136,-118.18473295091553,Long Beach,CA,United States}	{Food,}
1105	Wed Jun 15 04:21:07 +0000 2011	4aeb8285f964a520d8c221e3	{DoubleTree Suites by Hilton}	{33.79663309241122,-117.9158091545105,Anaheim,CA,United States}	{Travel & Transport,}
1105	Wed Jun 15 04:20:39 +0000 2011	4b520199f964a520c36027e3	{Diamond Bar Hand Car Wash}	{33.97320103799589,-117.83905029771361,Diamond Bar,CA,United States}	{Shop & Service,}
1105	Wed Jun 15 04:20:31 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Wed Jun 15 02:59:32 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Wed Jun 15 02:59:23 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Wed Jun 15 02:59:17 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Wed Jun 15 00:20:25 +0000 2011	4ab1759ff964a5208d6920e3	{Costco Wholesale}	{33.932429388346705,-117.96956062316895,La Habra,CA,United States}	{Shop & Service,Food & Drink Shop,}
1105	Tue Jun 14 23:59:26 +0000 2011	49bd9acff964a52089541fe3	{Costco Wholesale}	{33.8625270158143,-117.92182266712189,Fullerton,CA,United States}	{Shop & Service,}
1105	Tue Jun 14 19:12:16 +0000 2011	4a7f75f3f964a52020f41fe3	{Sushi West}	{33.83238070116698,-118.18532134710581,Long Beach,CA,United States}	{Food,}
1105	Mon Jun 13 23:53:55 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Mon Jun 13 21:44:17 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Mon Jun 13 21:38:44 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Mon Jun 13 20:29:37 +0000 2011	4a91ad2cf964a5204c1b20e3	{Costco}	{34.132142250886815,-117.92568681177629,Azusa,CA,United States}	{Travel & Transport,Shop & Service,Food & Drink Shop,}
1105	Mon Jun 13 20:29:21 +0000 2011	4be0819f2aed2d7fc298c86f	{Costco Gasoline}	{34.133215,-117.925264,Azusa,CA,United States}	{Shop & Service,}
1105	Mon Jun 13 02:20:45 +0000 2011	4bee4cf73686c9b6cd65246e	{Market House}	{33.81087081981932,-117.91887302269863,Anaheim,CA,United States}	{Food,}
1105	Mon Jun 13 02:20:23 +0000 2011	47f80aa8f964a520be4e1fe3	{Main Street, U.S.A.}	{33.81054641897339,-117.91901774704456,Anaheim,CA,United States}	{Arts & Entertainment,}
1105	Mon Jun 13 02:20:14 +0000 2011	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
1105	Mon Jun 13 01:36:09 +0000 2011	4b64eca6f964a52018da2ae3	{Bur-r-r Bank Ice Cream}	{33.8079354109407,-117.91930675506592,Anaheim,CA,United States}	{Food,}
1105	Mon Jun 13 00:30:08 +0000 2011	4d9a489f3e1c530c1a4222a3	{The Little Mermaid ~ Ariel's Undersea Adventure}	{33.80633144660732,-117.92138200796013,Anaheim,CA,United States}	{Arts & Entertainment,Theme Park,}
1105	Mon Jun 13 00:29:56 +0000 2011	45db8eb5f964a520fd421fe3	{Disney California Adventure Park}	{33.80798489664312,-117.91896778777333,Anaheim,CA,United States}	{Arts & Entertainment,}
1105	Mon Jun 13 00:12:03 +0000 2011	4ac7e458f964a52064ba20e3	{Mickey & Friends Tram}	{33.813526,-117.924671,Anaheim,CA,United States}	{Travel & Transport,Arts & Entertainment,Theme Park,}
1105	Mon Jun 13 00:11:42 +0000 2011	4aadba50f964a520596120e3	{Mickey & Friends Parking Structure}	{33.81481057349054,-117.92484283447264,Anaheim,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
1105	Sun Jun 12 20:55:17 +0000 2011	4bc64a0fbf29c9b6299bf92a	{Coyote Hills Golf Course}	{33.89895479291634,-117.90562218832724,Fullerton,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1105	Sun Jun 12 16:27:39 +0000 2011	4b520199f964a520c36027e3	{Diamond Bar Hand Car Wash}	{33.97320103799589,-117.83905029771361,Diamond Bar,CA,United States}	{Shop & Service,}
1105	Sun Jun 12 16:00:50 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Sun Jun 12 16:00:40 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sun Jun 12 16:00:30 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sun Jun 12 02:45:01 +0000 2011	4c5e30476ebe2d7f3f40d52e	{Thai BBQ}	{34.030588916824456,-117.91190442340357,West Covina,CA,United States}	{Food,}
1105	Sun Jun 12 02:44:22 +0000 2011	4b917653f964a52051be33e3	{Pinoy Pinay}	{34.02972689092915,-117.91510839350299,West Covina,CA,United States}	{Food,}
1105	Sun Jun 12 01:33:19 +0000 2011	4aff11e1f964a520ca3322e3	{Saint Denis Catholic Church}	{33.98580797032929,-117.82699573809153,Diamond Bar,CA,United States}	{Spiritual Center,Professional & Other Places,}
1105	Sun Jun 12 01:33:11 +0000 2011	4aff11e1f964a520ca3322e3	{Saint Denis Catholic Church}	{33.98580797032929,-117.82699573809153,Diamond Bar,CA,United States}	{Spiritual Center,Professional & Other Places,}
1105	Sat Jun 11 15:25:30 +0000 2011	4c015b43f7ab0f4783f415b6	{Southlands School Basketball Courts - Saturday Team FIH practice}	{33.98527,-117.86836,Walnut,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1105	Sat Jun 11 15:25:15 +0000 2011	4c51e4c216719c745a28535a	{Southlands Christian School}	{33.98487661761621,-117.86786696731853,Walnut,CA,United States}	{Professional & Other Places,}
1105	Sat Jun 11 14:34:44 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sat Jun 11 14:34:33 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Fri Jun 10 16:36:50 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Fri Jun 10 16:36:34 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Fri Jun 10 16:36:26 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Fri Jun 10 04:45:44 +0000 2011	4aeb8285f964a520d8c221e3	{DoubleTree Suites by Hilton}	{33.79663309241122,-117.9158091545105,Anaheim,CA,United States}	{Travel & Transport,}
1105	Fri Jun 10 04:44:31 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Fri Jun 10 04:44:13 +0000 2011	4acfac41f964a5203cd520e3	{Shabu Shabu Station}	{33.97480508,-117.83886730670929,Diamond Bar,CA,United States}	{Food,}
1105	Fri Jun 10 04:16:23 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Fri Jun 10 04:14:13 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Fri Jun 10 04:14:13 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Fri Jun 10 04:14:04 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Thu Jun 09 21:23:51 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Thu Jun 09 21:23:33 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Thu Jun 09 21:23:26 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Thu Jun 09 05:12:13 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Thu Jun 09 05:12:00 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Thu Jun 09 05:12:00 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Thu Jun 09 00:39:39 +0000 2011	4c51e4c216719c745a28535a	{Southlands Christian School}	{33.98487661761621,-117.86786696731853,Walnut,CA,United States}	{Professional & Other Places,}
1105	Thu Jun 09 00:39:23 +0000 2011	4c015b43f7ab0f4783f415b6	{Southlands School Basketball Courts - Saturday Team FIH practice}	{33.98527,-117.86836,Walnut,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1105	Tue Jun 07 14:10:00 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Tue Jun 07 14:09:51 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Tue Jun 07 14:09:45 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Tue Jun 07 07:30:10 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Tue Jun 07 07:30:02 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Tue Jun 07 04:17:08 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Tue Jun 07 04:16:59 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Tue Jun 07 04:16:52 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Mon Jun 06 04:19:00 +0000 2011	4b0f370bf964a520796023e3	{Super H Mart}	{33.9742791141982,-117.83915904842874,Diamond Bar,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1105	Mon Jun 06 04:18:51 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Mon Jun 06 04:18:42 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Mon Jun 06 04:18:32 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Mon Jun 06 04:18:32 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Mon Jun 06 01:53:39 +0000 2011	4b7afd3df964a5206f4a2fe3	{Wingnuts}	{34.08645413961651,-117.66968263333334,Ontario,CA,United States}	{Nightlife Spot,Food,}
1105	Sun Jun 05 18:20:09 +0000 2011	4b2c3219f964a52083c324e3	{McCormick & Schmick's Grille}	{33.80376547270642,-117.91110724210739,Anaheim,CA,United States}	{Food,}
1105	Sun Jun 05 03:02:46 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sat Jun 04 19:32:09 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sat Jun 04 19:32:02 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sat Jun 04 14:29:07 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sat Jun 04 14:29:00 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sat Jun 04 08:00:22 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Sat Jun 04 08:00:14 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
1105	Sat Jun 04 08:00:07 +0000 2011	4c34edb116adc92838fec59c	{Emerald Pointe  Apartments}	{33.96825826134299,-117.83700405507383,Diamond Bar,CA,United States}	{Residence,}
1105	Sat Jun 04 06:25:53 +0000 2011	4c5cf9097f661b8db84c4a1c	{3K's BBQ haus}	{34.02258229566169,-117.9064355045557,West Covina,CA,United States}	{Food,}
1105	Sat Jun 04 06:25:52 +0000 2011	4c5cf9097f661b8db84c4a1c	{3K's BBQ haus}	{34.02258229566169,-117.9064355045557,West Covina,CA,United States}	{Food,}
1105	Sat Jun 04 04:07:54 +0000 2011	4b6f9c25f964a520caf72ce3	{SpeedZone}	{33.99339869799139,-117.913002933849,City of Industry,CA,United States}	{Food,Arts & Entertainment,}
1105	Sat Jun 04 04:07:45 +0000 2011	4cf981dec6cca35d886c8032	{SGV Food Truck Fest - Southlands Christian School}	{33.993437413945855,-117.91306257247925,Walnut,CA,United States}	{Food,}
1105	Fri Jun 03 22:25:02 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Fri Jun 03 22:24:47 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Fri Jun 03 22:24:03 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Fri Jun 03 01:54:48 +0000 2011	4ac7e458f964a52064ba20e3	{Mickey & Friends Tram}	{33.813526,-117.924671,Anaheim,CA,United States}	{Travel & Transport,Arts & Entertainment,Theme Park,}
1105	Fri Jun 03 01:54:41 +0000 2011	4aadba50f964a520596120e3	{Mickey & Friends Parking Structure}	{33.81481057349054,-117.92484283447264,Anaheim,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
1105	Thu Jun 02 22:32:07 +0000 2011	4b464db2f964a5200c1d26e3	{In-N-Out Burger}	{34.08988952636719,-117.94100328333333,West Covina,CA,United States}	{Food,}
1105	Thu Jun 02 22:31:58 +0000 2011	4c5ee6287735c9b6fdf89272	{Ready Pac}	{34.092743764761195,-117.93715130735507,Irwindale,CA,United States}	{Professional & Other Places,}
1105	Thu Jun 02 22:31:42 +0000 2011	4b516748f964a520974c27e3	{DoubleTree by Hilton Hotel Monrovia - Pasadena Area}	{34.13904218873244,-118.01866306869104,Monrovia,CA,United States}	{Travel & Transport,}
1105	Thu Jun 02 04:19:01 +0000 2011	4ae1cdfaf964a5208f8721e3	{Starbucks}	{33.974812,-117.837744,Diamond Bar,CA,United States}	{Food,}
1105	Thu Jun 02 04:18:53 +0000 2011	4cd6fc2da5b34688f5bb9650	{The Emerald Pointe / The Childs Domain!}	{33.96825826134299,-117.83700405507383,,CA,United States}	{Residence,}
