3104	Sat May 14 15:53:11 +0000 2011	4b76d702f964a52027632ee3	{Island Packers}	{34.2443134951612,-119.26533,Ventura,CA,United States}	{Travel & Transport,}
3104	Thu Dec 16 13:36:51 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 15 17:23:19 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Dec 15 17:23:04 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Dec 15 16:08:19 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Wed Dec 15 16:08:10 +0000 2010	4c8bbdc2ec61bfb734749d41	{Saslow Dog Park}	{34.04283821582794,-118.23443949222565,Los Angeles,CA,United States}	{Outdoors & Recreation,}
3104	Wed Dec 15 15:54:40 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 15 02:59:15 +0000 2010	3fd66200f964a520d0ee1ee3	{Kate Mantilini}	{34.06726293886176,-118.39003443717957,Beverly Hills,CA,United States}	{Food,}
3104	Wed Dec 15 01:33:37 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Dec 14 20:28:31 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Dec 14 20:28:24 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Dec 14 16:55:32 +0000 2010	4c8bbdc2ec61bfb734749d41	{Saslow Dog Park}	{34.04283821582794,-118.23443949222565,Los Angeles,CA,United States}	{Outdoors & Recreation,}
3104	Tue Dec 14 16:55:24 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Tue Dec 14 08:15:46 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Dec 13 21:43:51 +0000 2010	4c8bbdc2ec61bfb734749d41	{Saslow Dog Park}	{34.04283821582794,-118.23443949222565,Los Angeles,CA,United States}	{Outdoors & Recreation,}
3104	Mon Dec 13 18:34:53 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Dec 13 18:34:27 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Dec 13 15:48:26 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Mon Dec 13 15:35:15 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Dec 12 23:42:10 +0000 2010	4b66386ff964a52086192be3	{Subway}	{34.043075796081524,-118.25075218207769,Los Angeles,CA,United States}	{Food,}
3104	Sun Dec 12 23:12:40 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Dec 12 22:15:08 +0000 2010	4b709d5af964a5205f252de3	{Marc Jacobs Collection Los Angeles}	{34.083619,-118.373602,Los Angeles,CA,United States}	{Shop & Service,Clothing Store,}
3104	Sun Dec 12 21:06:49 +0000 2010	4aec9fc7f964a52096c921e3	{Marc by Marc Jacobs Los Angeles}	{34.083337,-118.373639,Los Angeles,CA,United States}	{Shop & Service,Clothing Store,}
3104	Sun Dec 12 08:34:28 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Dec 12 05:01:14 +0000 2010	49e0a4a8f964a52059611fe3	{Royal Clayton's}	{34.03579321666667,-118.23265,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
3104	Sun Dec 12 03:36:38 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Dec 11 20:00:52 +0000 2010	49c31443f964a52054561fe3	{The Americana at Brand}	{34.14381241092894,-118.25670719146729,Glendale,CA,United States}	{Shop & Service,Arts & Entertainment,}
3104	Sat Dec 11 17:32:58 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Sat Dec 11 16:47:22 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Dec 11 04:52:54 +0000 2010	4ce6085c8ef78cfa10078a9b	{Downtown on Ice @ Pershing Square}	{34.048617,-118.25282143333334,Los Angeles,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
3104	Sat Dec 11 04:52:39 +0000 2010	4b212308f964a5203a3724e3	{Pershing Square Metro Station}	{34.0488192473379,-118.25191140174866,Los Angeles,CA,United States}	{Travel & Transport,}
3104	Sat Dec 11 02:35:55 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Dec 11 02:19:31 +0000 2010	4b8357e7f964a520330331e3	{Bank of America - 6th and Central}	{34.03910222,-118.23970198631287,Los Angeles,CA,United States}	{Shop & Service,}
3104	Fri Dec 10 23:03:53 +0000 2010	4c1bcbeab306c928c8cd62b7	{Market}	{34.040905,-118.25401961803436,Los Angeles,CA,United States}	{}
3104	Fri Dec 10 21:40:26 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Dec 10 17:20:44 +0000 2010	4ba15932f964a52014af37e3	{Cooper Design Space}	{34.0407827647928,-118.25357437133789,Los Angeles,CA,United States}	{Office,Professional & Other Places,}
3104	Fri Dec 10 17:20:31 +0000 2010	4bf194ff3fa220a159781820	{Citibank}	{34.04119370882705,-118.25496640763522,Los Angeles,CA,United States}	{Shop & Service,}
3104	Fri Dec 10 07:31:28 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Dec 10 07:31:21 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Thu Dec 09 16:56:57 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Dec 09 16:56:50 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Dec 09 16:31:57 +0000 2010	4c8bbdc2ec61bfb734749d41	{Saslow Dog Park}	{34.04283821582794,-118.23443949222565,Los Angeles,CA,United States}	{Outdoors & Recreation,}
3104	Thu Dec 09 16:31:18 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Thu Dec 09 15:42:28 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Dec 09 06:47:57 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Thu Dec 09 01:50:27 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 08 17:26:14 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Dec 08 17:26:07 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Dec 08 08:05:56 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Wed Dec 08 05:23:38 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 08 02:24:18 +0000 2010	3fd66200f964a520d0ee1ee3	{Kate Mantilini}	{34.06726293886176,-118.39003443717957,Beverly Hills,CA,United States}	{Food,}
3104	Tue Dec 07 16:55:49 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Dec 07 16:55:34 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Dec 07 15:44:44 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Tue Dec 07 15:44:37 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Dec 07 03:08:22 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Dec 07 03:08:14 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Mon Dec 06 19:51:11 +0000 2010	4bc6562351b376b02b721b6f	{Bagatelle}	{34.041762,-118.255476,Los Angeles,CA,United States}	{Food,}
3104	Mon Dec 06 19:50:59 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Dec 06 19:50:50 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Dec 06 06:17:42 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Dec 06 01:18:38 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Sun Dec 05 16:29:14 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Dec 05 03:44:22 +0000 2010	49f37d75f964a520a66a1fe3	{Shin Sen Gumi Yakitori and Shabu Shabu}	{34.062627760059435,-118.13471197522598,Monterey Park,CA,United States}	{Food,}
3104	Sat Dec 04 18:06:00 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Dec 04 04:19:20 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Fri Dec 03 22:29:22 +0000 2010	4b1049bcf964a520106d23e3	{VCA A Breed Apart Animal Hospital}	{34.13240263091132,-118.14780280759331,Pasadena,CA,United States}	{Medical Center,Professional & Other Places,}
3104	Fri Dec 03 17:35:04 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Dec 03 17:34:47 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Dec 03 15:42:21 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Fri Dec 03 15:42:14 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Dec 02 17:19:18 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Dec 02 17:19:09 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Dec 02 16:39:56 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Dec 02 07:20:19 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Thu Dec 02 04:30:46 +0000 2010	4c7b1a69794e224bc2c76a28	{Toddy G's}	{34.034751,-118.231615,Los Angeles,CA,United States}	{Food,}
3104	Thu Dec 02 03:58:49 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 01 17:19:03 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Dec 01 17:18:57 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Dec 01 15:46:40 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Wed Dec 01 15:46:31 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 01 03:47:19 +0000 2010	3fd66200f964a520d0ee1ee3	{Kate Mantilini}	{34.06726293886176,-118.39003443717957,Beverly Hills,CA,United States}	{Food,}
3104	Wed Dec 01 02:13:34 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Dec 01 02:13:28 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Tue Nov 30 17:03:24 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Nov 30 15:58:23 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Tue Nov 30 08:00:13 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Tue Nov 30 08:00:04 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Nov 30 03:08:24 +0000 2010	482d61baf964a520d64f1fe3	{Denver International Airport (DEN)}	{39.85029261500981,-104.67378616333006,Denver,CO,United States}	{Travel & Transport,}
3104	Mon Nov 29 23:54:11 +0000 2010	4bb732a92ea19521a09fac2f	{Gate B9}	{29.986062,-90.253952,Kenner,LA,United States}	{Travel & Transport,Airport,}
3104	Mon Nov 29 23:53:51 +0000 2010	4c505f28dcb5d13a7cc5e408	{Concourse B}	{29.9853824703961,-90.25431632995605,Kenner,LA,United States}	{Travel & Transport,Airport,}
3104	Mon Nov 29 20:16:49 +0000 2010	4b527260f964a520bd7d27e3	{On The Half Shell}	{30.332828,-90.986438,Prairieville,LA,United States}	{Food,}
3104	Mon Nov 29 15:57:24 +0000 2010	4cef24ed821254811f1868a1	{Cajunland}	{30.287950895209477,-90.98684680932057,,LA,United States}	{Residence,}
3104	Sun Nov 28 21:35:02 +0000 2010	4c2fab32ed37a593f9b46703	{Mall Of Louisiana}	{30.388942868378226,-91.08777523040771,Baton Rouge,LA,United States}	{Shop & Service,}
3104	Sun Nov 28 21:34:51 +0000 2010	4b482317f964a520e94826e3	{AMC Mall of Louisiana 15}	{30.38587947648407,-91.08463168144226,Baton Rouge,LA,United States}	{Arts & Entertainment,Movie Theater,}
3104	Sun Nov 28 20:00:45 +0000 2010	4b48a3bbf964a5203e5126e3	{California Pizza Kitchen}	{30.379576546385525,-91.09489917755127,Baton Rouge,LA,United States}	{Food,}
3104	Sun Nov 28 20:00:31 +0000 2010	4b4fde8ef964a520261827e3	{Perkins Rowe}	{30.37896566811642,-91.0940408706665,Baton Rouge,LA,United States}	{Nightlife Spot,Shop & Service,}
3104	Sun Nov 28 16:10:39 +0000 2010	4cef24ed821254811f1868a1	{Cajunland}	{30.287950895209477,-90.98684680932057,,LA,United States}	{Residence,}
3104	Sun Nov 28 00:52:39 +0000 2010	4cef24ed821254811f1868a1	{Cajunland}	{30.287950895209477,-90.98684680932057,,LA,United States}	{Residence,}
3104	Sat Nov 27 20:35:01 +0000 2010	4c2fab32ed37a593f9b46703	{Mall Of Louisiana}	{30.388942868378226,-91.08777523040771,Baton Rouge,LA,United States}	{Shop & Service,}
3104	Sat Nov 27 19:04:57 +0000 2010	4c52164f94790f47eb4715a2	{Star Nails}	{30.335221,-90.9854238,Prairieville,LA,United States}	{Shop & Service,}
3104	Sat Nov 27 02:16:02 +0000 2010	4be8884cd837c9b67571a506	{Mike Anderson's Seafood}	{30.209979066649908,-90.93647697589583,Gonzales,LA,United States}	{Food,}
3104	Fri Nov 26 16:43:11 +0000 2010	4cef24ed821254811f1868a1	{Cajunland}	{30.287950895209477,-90.98684680932057,,LA,United States}	{Residence,}
3104	Thu Nov 25 16:26:00 +0000 2010	4bfeec73369476b036128d1f	{Gate 9}	{33.947293892002776,-118.40110659599304,Los Angeles,CA,United States}	{Travel & Transport,Airport,}
3104	Thu Nov 25 16:25:36 +0000 2010	4af819d8f964a520fd0a22e3	{Starbucks}	{33.946724282203036,-118.40116024017335,Los Angeles,CA,United States}	{Food,}
3104	Thu Nov 25 06:34:13 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Nov 24 16:25:54 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Wed Nov 24 16:25:45 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Nov 24 01:33:49 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Nov 24 01:33:42 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Tue Nov 23 19:05:24 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Nov 23 17:07:39 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Nov 23 17:07:08 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Nov 23 06:56:21 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Nov 22 19:35:50 +0000 2010	4bc6562351b376b02b721b6f	{Bagatelle}	{34.041762,-118.255476,Los Angeles,CA,United States}	{Food,}
3104	Mon Nov 22 19:35:43 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Nov 22 19:35:31 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Nov 22 16:59:49 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Nov 21 07:46:36 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Nov 21 05:35:41 +0000 2010	4a185165f964a5209e791fe3	{Ralphs}	{34.04545626030918,-118.26074509562864,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
3104	Sun Nov 21 01:57:06 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Sun Nov 21 00:58:20 +0000 2010	49fefdeef964a520c26f1fe3	{California Market Center}	{34.040676080699065,-118.2551622390747,Los Angeles,CA,United States}	{Shop & Service,Office,Professional & Other Places,}
3104	Sat Nov 20 18:04:18 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Nov 20 04:29:15 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Nov 20 04:29:06 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Fri Nov 19 19:22:01 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Nov 19 19:21:50 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Nov 19 17:13:33 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Fri Nov 19 07:16:56 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Nov 19 02:09:25 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Thu Nov 18 19:08:36 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Nov 18 19:08:26 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Nov 18 16:26:21 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Nov 17 17:20:44 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Nov 17 17:20:29 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Nov 17 16:39:45 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Nov 17 09:12:20 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Nov 17 04:35:54 +0000 2010	4b0da7e1f964a520424d23e3	{Octopus Japanese Restaurant}	{34.04868590483698,-118.25853645801544,Los Angeles,CA,United States}	{Food,}
3104	Wed Nov 17 03:06:42 +0000 2010	3fd66200f964a520d0ee1ee3	{Kate Mantilini}	{34.06726293886176,-118.39003443717957,Beverly Hills,CA,United States}	{Food,}
3104	Tue Nov 16 20:32:31 +0000 2010	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Nov 16 20:32:02 +0000 2010	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Nov 16 17:11:19 +0000 2010	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Tue Nov 16 16:26:38 +0000 2010	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
